word,label,confidence,reason
दिखाएंगे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सोचनी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
देवा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
खायेगा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सिगनल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
चप्पल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फैलाने,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बेचे,correct spelling,high,in reference vocabulary
कॉपी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
निठलती,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
स्वाभिमानी,correct spelling,high,in reference vocabulary
खरीदेंगे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जीतता,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
उता,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हाऔर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ईच्छा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आवयश्कता,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बिल्कु,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अंतरिक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सांति,correct spelling,high,in reference vocabulary
डॉक्यूमेंट्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सबमिट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
स्टूडेंट्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
परिस्थिती,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सको,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
क्षमता,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ट्रेवल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बिचार,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पारीस्थिति,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
घृणात्मक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फीलिंग्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हांहां,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
वंचित,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
परिवारिक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
संस्कार,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
दुखी,correct spelling,high,in reference vocabulary
आत्मिक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
भली,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
यभी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
दारू,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
नेना,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
डायरेक्ट्,incorrect spelling,low,misspelling patterns: halant at word end
घुमा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
वैल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सिखाऊंगी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
परंपरा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
दही,correct spelling,high,in reference vocabulary
खिलाया,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एजी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अहं,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एक्स्ट्रोवर्ट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हा-,incorrect spelling,low,non-standard characters
दू,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
साथियों,correct spelling,high,in reference vocabulary
कंप्लेन,correct spelling,high,in reference vocabulary
हैप्पी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फीडबैक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
करूगी,correct spelling,high,in reference vocabulary
थॉट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
काजी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
माहूल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ट्रेनर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जोस,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रिकॉर्डिंग,correct spelling,high,in reference vocabulary
कंटिन्यूसली,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सेशस,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मीटिंग्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
स्मूथली,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फिकर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पेरेंटस,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फ्रेशर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
इंटर्नशिप,correct spelling,high,Known English loanword correctly transcribed in Devanagari
पेड,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अनपेड,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एक्सपिरियंस,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ट्रैनिंग,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सी_वी,incorrect spelling,low,non-standard characters
इनहांस,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ब्रेकस,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
दौरान,correct spelling,high,in reference vocabulary
दोस्ती,correct spelling,high,in reference vocabulary
पिघला,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रखूं,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
टी_वी,incorrect spelling,low,non-standard characters
निकदे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
चइये,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बी_वी,incorrect spelling,low,non-standard characters
वाॅच,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
वाॅलेट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
स्वयं,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
खाऊँगी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पीजी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अनहेल्दी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बतना,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आशीरवाद,correct spelling,high,in reference vocabulary
दरींगी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हूउ,correct spelling,high,in reference vocabulary
इंट्रोड्यूस,correct spelling,high,in reference vocabulary
छाप,correct spelling,high,in reference vocabulary
घबराना,correct spelling,high,in reference vocabulary
बंदी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
इंप्रेशन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कामकाजी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सीनियर,correct spelling,high,in reference vocabulary
कलीग्स,correct spelling,high,in reference vocabulary
बैठेगा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बाब,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
भैंन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फिक्र,correct spelling,high,in reference vocabulary
हहु,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
करन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
इंटर्न,correct spelling,high,in reference vocabulary
एज़,incorrect spelling,low,not NFC normalized
इंटरन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
टॉ,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बॉसेज,correct spelling,high,in reference vocabulary
खिलाने,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हंजी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सोक्खि,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जातै,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गुड़गाव,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
खिलाके,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
तरक्की,correct spelling,high,in reference vocabulary
बाट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बजार,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
महौ,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ख़त्म,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बोटा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मोग,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रिए,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रोमांच,correct spelling,high,in reference vocabulary
जाप,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ल़,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रोमांचित,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
प्रश्न,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सॉन्ग्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हेड,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
खिड़की,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आनन्द,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
उत्पत्ति,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आनंदमई,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
व्यक्त,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
थ,incorrect spelling,low,"single character, likely noise"
बीटा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पुछ,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
दोहराता,correct spelling,high,in reference vocabulary
एमपी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
विदाउट,correct spelling,high,in reference vocabulary
टिकिट,correct spelling,high,in reference vocabulary
टीटी,correct spelling,high,in reference vocabulary
तोबी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
टांग,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अमृतसर,correct spelling,high,in reference vocabulary
चालान,correct spelling,high,in reference vocabulary
काटता,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रोमांचक,correct spelling,high,in reference vocabulary
जुड़,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
खाकर,correct spelling,high,in reference vocabulary
कारीब,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
देड़,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
थक,correct spelling,high,in reference vocabulary
पब्लिक,correct spelling,high,in reference vocabulary
ट्रांसपोर्ट,correct spelling,high,in reference vocabulary
व्हीकल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अनुकुल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ढालना,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
राज्य,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पॉडकास्ट,correct spelling,high,in reference vocabulary
निजी,correct spelling,high,in reference vocabulary
रोमांचिक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
खिलना,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जरिया,correct spelling,high,in reference vocabulary
बिताने,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
विंडो,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रूची,correct spelling,high,in reference vocabulary
ऑडियोबुक्स,correct spelling,high,in reference vocabulary
नजारे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मुसाफिरी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
किस्से,correct spelling,high,in reference vocabulary
धोराते,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
दोहराते,correct spelling,high,in reference vocabulary
वीड,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रीड,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बेगी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
घूमता,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फिरता,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
क्लिनिक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सिंग,correct spelling,high,in reference vocabulary
चने,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
चिकी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
तिलगुड़,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
क्लीनिक,correct spelling,high,in reference vocabulary
स्ट्रीट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
नज़दीक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
थका,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आत्मचिंतन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बताऊ,correct spelling,high,in reference vocabulary
टिंकल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
टिंटिंग,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पत्रिका,correct spelling,high,in reference vocabulary
भास्कर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मार्वल,correct spelling,high,in reference vocabulary
डीसी,correct spelling,high,in reference vocabulary
कॉमिक्स,correct spelling,high,in reference vocabulary
स्पाइडर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सौक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बैटमैन,correct spelling,high,in reference vocabulary
स्पाइडरमैन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आकर्षित,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
चित्र,correct spelling,high,in reference vocabulary
कन्फ्यूजन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
लिखती,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कैरेक्टर,correct spelling,high,in reference vocabulary
आनुमिक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पिक्चर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
घुस,correct spelling,high,in reference vocabulary
इमैजिन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बिलेन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बिल्डार,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अंक,correct spelling,high,in reference vocabulary
इकट्ठा,correct spelling,high,in reference vocabulary
व्यापार,correct spelling,high,in reference vocabulary
स्ट्रिफ्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
उड़ाना,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मजदार,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कॉमिक,correct spelling,high,in reference vocabulary
कंजूस,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कर्जा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बिजली,correct spelling,high,in reference vocabulary
किरायेदार,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जाया,correct spelling,high,in reference vocabulary
बत्ती,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बल्ब,correct spelling,high,in reference vocabulary
खड़ूस,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
केरेक्टर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फनी,correct spelling,high,in reference vocabulary
हँसी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
उड़ाता,correct spelling,high,in reference vocabulary
बेईमान,correct spelling,high,in reference vocabulary
बेसब्री,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एपिसोड,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आईफ़ोन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सुपर,correct spelling,high,in reference vocabulary
निवेशन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मारवल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फैन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
किरदार,correct spelling,high,in reference vocabulary
सुपरमैन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मार्वेल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आयरनमैन,correct spelling,high,in reference vocabulary
फिल्में,correct spelling,high,in reference vocabulary
इमेज़न,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रियल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बचाता,correct spelling,high,in reference vocabulary
प्रविचार,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
प्रकट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गौतम,correct spelling,high,in reference vocabulary
जागर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जिगर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रक्षक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बजाता,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
शक्तिमान,correct spelling,high,in reference vocabulary
शक्तियां,correct spelling,high,in reference vocabulary
करेक्टर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
साधना,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ब्लैक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
काला,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मास्क,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
खुदकी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बावजूद,correct spelling,high,in reference vocabulary
प्रतिदिन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जिम,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
वर्कआउट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
शक्तिया,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
शक्तिशाली,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मुसीबत,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
चोर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
वोर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बीट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बर्दी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गौसम,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
उड़ता,incorrect spelling,low,not NFC normalized
पढ़ने,correct spelling,medium,in reference vocabulary; not NFC normalized
बढ़ती,incorrect spelling,low,not NFC normalized
कुच,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कॉमर्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
तारी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रे,correct spelling,high,in reference vocabulary
उनमे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
चश्मा,correct spelling,high,in reference vocabulary
मम्मीपापा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पटा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बचपने,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कीपैड,correct spelling,high,in reference vocabulary
फॉन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
गर्व,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
व्यतीत,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हिरन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
नंदन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पत्रिकाएं,correct spelling,high,in reference vocabulary
पढ़ाता,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रोचक,correct spelling,high,in reference vocabulary
करैक्टर,correct spelling,high,in reference vocabulary
ग्राफिक,correct spelling,high,in reference vocabulary
प्रस्तूत,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
टेक्स्ट,correct spelling,high,in reference vocabulary
पातरों,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बारतलाप,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
विजुअली,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पात्रों,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
प्रदर्शित,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
महीना,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
प्रिंट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
साप्ताहिक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सप्ताह,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बेचते,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ढेर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
प्रकाशित,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अलमारियों,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सॉक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सप्ता,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सीरीज़,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
उपाय,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सैचनीक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
खंडो,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
प्रेरक,correct spelling,high,in reference vocabulary
कहानियों,correct spelling,high,in reference vocabulary
सहचनिक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
महतुपूर्ण,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फाइदेमन्द,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एग्जेक्ट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
स्टिकर्स,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
छपा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मुसीबतों,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सारांश,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
दौर,correct spelling,high,in reference vocabulary
तोर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अ्,incorrect spelling,low,misspelling patterns: halant at word end
ठाक,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ईमानदारी,correct spelling,high,in reference vocabulary
खरें,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
खरा,correct spelling,high,in reference vocabulary
होनेस्टली,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ईमानदार,correct spelling,high,in reference vocabulary
हंसिए,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
प्राइवेसी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बताएगी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
अकाउंट,correct spelling,high,in reference vocabulary
रिटर्न,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
शॉपिंग,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ज्वैलरी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मेकअप,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रिंग,correct spelling,high,in reference vocabulary
पहनने,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फिंगर,correct spelling,high,in reference vocabulary
एसे,correct spelling,high,in reference vocabulary
टु,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रुपीज,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कथित,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
वर्णन,correct spelling,high,in reference vocabulary
दूर्गामी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
निर्दोस,correct spelling,high,in reference vocabulary
झूट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
दोस,correct spelling,high,in reference vocabulary
दोसी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ठहरा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जारे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
महमान,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हैवहाँ,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रुपे,correct spelling,high,in reference vocabulary
मुमेंट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बोलेगे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आरोप,correct spelling,high,in reference vocabulary
च,correct spelling,high,in reference vocabulary
सहना,correct spelling,high,in reference vocabulary
बेखार,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हादसा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रिलेशन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हिम,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
एवरी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
व्हेयर,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पसन्द,correct spelling,high,in reference vocabulary
धोका,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
धाे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बहौत,correct spelling,high,in reference vocabulary
एक्स्प्लेन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
टॉफी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हाहा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
किछ,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बलवा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
भरवाते,correct spelling,high,in reference vocabulary
भरवा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
निक,correct spelling,high,in reference vocabulary
